65000020-008,福祉里,三重區,新北市,9757,831481,734881,652196,734099,619921,941450,1041510,1327067,1899332,1120157,970384,804996,744308,725272,693672,738151,549912,973948,1347675,1351889,1653298,1052746,955632,767425,1383680
65000020-094,福隆里,三重區,新北市,49085,648084,693027,726954,710301,583123,830340,856319,1141818,1640214,1010354,874382,760086,717942,707165,727518,681732,475982,840664,1093403,1182932,1517513,931071,817997,684332,1256842
65000020-111,福德里,三重區,新北市,7502,615944,542306,482725,537077,456324,678978,739245,950042,1366973,798073,673469,589586,570269,535676,501448,537630,400168,714426,1003064,987412,1194713,762758,681127,568143,1040593
65000020-117,福樂里,三重區,新北市,2506,480686,462011,448829,457480,369836,553903,593942,788216,1155805,682221,580774,505017,481255,463354,458710,451335,314753,579727,791999,848529,1088455,669136,596710,483908,876084
65000020-084,維德里,三重區,新北市,322721,344131,372063,339031,272512,375449,367842,524873,690147,583665,647024,430252,360794,355562,364596,341372,253620,407379,448800,612932,876224,573800,549274,400281,691983,0
65000020-006,德厚里,三重區,新北市,74925,71863,69351,71437,67028,77995,73393,95358,115280,103973,112956,84793,73764,74682,77823,72470,57855,82099,92251,106353,135072,93890,83720,75435,143406,0
65000020-055,錦安里,三重區,新北市,280993,263369,262103,247755,206658,275290,265876,376129,467632,440599,529901,325828,273091,253084,244755,242871,198731,285142,273989,420278,626569,438380,451467,293625,484593,0
65000020-067,錦江里,三重區,新北市,261246,243509,234060,236424,213144,262091,236963,347406,441688,415044,499648,305405,258681,233400,213883,230106,192003,285664,293540,417140,609609,400312,380314,282871,493267,0
65000020-054,錦通里,三重區,新北市,245703,222127,214760,208628,176061,234805,229704,317206,387633,365613,436555,273747,234302,213390,204409,203991,169761,238759,225800,344337,507094,361260,370334,249973,416109,4575
65000020-069,龍門里,三重區,新北市,298890,279263,267783,272340,240699,310725,305715,405480,483559,457758,545359,345685,297478,269385,246739,264434,223253,325767,335382,465067,669040,432319,405211,306464,538245,0
65000020-068,龍濱里,三重區,新北市,424876,403129,394286,391395,344449,435493,409160,575255,713721,669642,801133,497296,419926,387551,361544,383962,321953,469478,474729,677274,1002714,639726,595163,454041,798094,3446
65000020-053,雙園里,三重區,新北市,179035,172265,171536,166528,136853,191667,190125,267688,363777,280806,293412,204153,176431,169770,167401,165731,124574,205233,244454,298893,403397,260952,244046,185711,327030,0
65000090-026,二鬮里,三峽區,新北市,9365,525902,438098,418776,385562,315174,426040,452370,548446,713535,498797,418194,430078,442182,430044,448228,399956,305736,451925,544036,572438,670983,502434,464447,413892,777147
65000090-003,八張里,三峽區,新北市,2681,523584,443659,415531,404309,331986,466268,498504,622037,842850,554368,467586,451931,457622,431077,426043,411452,310799,499363,659944,639207,725384,532250,493150,430275,803044
65000090-001,三峽里,三峽區,新北市,214625,211161,213493,199225,173839,218270,222678,269992,308825,272404,284490,213596,194402,195068,195714,190173,156430,218919,238391,289330,358758,263243,248934,212840,331901,67806
65000090-010,大埔里,三峽區,新北市,5600,519862,490489,497974,454940,368778,505913,537460,661584,870004,605039,520422,500914,493216,489843,517809,458990,340866,524589,641172,691368,835170,600893,549895,483700,908725
65000090-025,中正里,三峽區,新北市,0,691112,602768,536807,591677,534671,709216,742860,907025,1229944,784552,666654,618346,593146,598739,607875,595249,446664,731471,993596,935754,1073018,744017,635115,624795,1239439
65000090-004,中埔里,三峽區,新北市,0,270192,229611,213883,210854,172465,246256,267245,330628,446902,292769,246322,238243,241391,227280,224588,216833,165802,260236,329044,339651,399081,291170,271396,232211,430895
65000090-014,五寮里,三峽區,新北市,3878,98102,106619,117735,104446,90242,107880,112797,123934,141782,117493,108680,106107,107517,102879,102870,97716,83029,108697,125022,125311,132964,117098,118596,101458,185335
65000090-023,介壽里,三峽區,新北市,51295,835172,740627,680113,720491,641668,851708,881734,1090175,1466353,959131,817762,771139,754202,744583,740714,738367,566850,901956,1190145,1138623,1320493,895405,751287,753191,1475331
65000090-005,弘道里,三峽區,新北市,0,150307,127002,120482,113832,93926,127456,138238,162173,204562,147865,126780,127968,131492,125643,126471,119227,96105,135520,158163,168455,199464,148406,136198,122627,233037
65000090-006,永舘里,三峽區,新北市,1036831,1093505,1201510,1044730,855053,1097594,1068627,1437962,1825884,1546565,1651759,1204303,1030205,1052508,1111241,1015751,788193,1156606,1256624,1599376,2131833,1501223,1416633,1141615,2060142,585
